Mod:Item:MetaData, Localized Name
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:storage.fluid:0, ME 1k Fluid Storage Cell
extracells:storage.fluid:1, ME 4k Fluid Storage Cell
extracells:storage.fluid:2, ME 16k Fluid Storage Cell
extracells:storage.fluid:3, ME 64k Fluid Storage Cell
extracells:storage.fluid:4, ME 256k Fluid Storage Cell
extracells:storage.fluid:5, ME 1024k Fluid Storage Cell
extracells:storage.fluid:6, ME 4096k Fluid Storage Cell
extracells:storage.physical:0, ME 256k Storage Cell
extracells:storage.physical:1, ME 1024k Storage Cell
extracells:storage.physical:2, ME 4096k Storage Cell
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:pattern.fluid:0, ME Fluid Pattern
extracells:pattern.fluid:0, ME Fluid Pattern: Water
extracells:pattern.fluid:0, ME Fluid Pattern: Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Aluminium
extracells:pattern.fluid:0, ME Fluid Pattern: Americium
extracells:pattern.fluid:0, ME Fluid Pattern: Antimony
extracells:pattern.fluid:0, ME Fluid Pattern: Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Argon Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Arsenic
extracells:pattern.fluid:0, ME Fluid Pattern: Beryllium
extracells:pattern.fluid:0, ME Fluid Pattern: Bismuth
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon
extracells:pattern.fluid:0, ME Fluid Pattern: Cerium
extracells:pattern.fluid:0, ME Fluid Pattern: Chlorine
extracells:pattern.fluid:0, ME Fluid Pattern: Chrome
extracells:pattern.fluid:0, ME Fluid Pattern: Cobalt
extracells:pattern.fluid:0, ME Fluid Pattern: Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Darmstadtium
extracells:pattern.fluid:0, ME Fluid Pattern: Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Europium
extracells:pattern.fluid:0, ME Fluid Pattern: Fluorine
extracells:pattern.fluid:0, ME Fluid Pattern: Gallium
extracells:pattern.fluid:0, ME Fluid Pattern: Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Helium Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Helium-3
extracells:pattern.fluid:0, ME Fluid Pattern: Indium
extracells:pattern.fluid:0, ME Fluid Pattern: Iridium
extracells:pattern.fluid:0, ME Fluid Pattern: Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Iron Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Krypton
extracells:pattern.fluid:0, ME Fluid Pattern: Lanthanum
extracells:pattern.fluid:0, ME Fluid Pattern: Lead
extracells:pattern.fluid:0, ME Fluid Pattern: Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Lutetium
extracells:pattern.fluid:0, ME Fluid Pattern: Magnesium
extracells:pattern.fluid:0, ME Fluid Pattern: Manganese
extracells:pattern.fluid:0, ME Fluid Pattern: Mercury
extracells:pattern.fluid:0, ME Fluid Pattern: Molybdenum
extracells:pattern.fluid:0, ME Fluid Pattern: Neodymium
extracells:pattern.fluid:0, ME Fluid Pattern: Neon
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Osmium
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Palladium
extracells:pattern.fluid:0, ME Fluid Pattern: Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Plutonium 239
extracells:pattern.fluid:0, ME Fluid Pattern: Plutonium 241
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Radon
extracells:pattern.fluid:0, ME Fluid Pattern: Rhodium
extracells:pattern.fluid:0, ME Fluid Pattern: Ruthenium
extracells:pattern.fluid:0, ME Fluid Pattern: Samarium
extracells:pattern.fluid:0, ME Fluid Pattern: Silicon
extracells:pattern.fluid:0, ME Fluid Pattern: Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Tantalum
extracells:pattern.fluid:0, ME Fluid Pattern: Thorium
extracells:pattern.fluid:0, ME Fluid Pattern: Tin
extracells:pattern.fluid:0, ME Fluid Pattern: Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Tungsten
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium 238
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium 235
extracells:pattern.fluid:0, ME Fluid Pattern: Vanadium
extracells:pattern.fluid:0, ME Fluid Pattern: Xenon
extracells:pattern.fluid:0, ME Fluid Pattern: Yttrium
extracells:pattern.fluid:0, ME Fluid Pattern: Zinc
extracells:pattern.fluid:0, ME Fluid Pattern: Naquadah
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Naquadah
extracells:pattern.fluid:0, ME Fluid Pattern: Naquadria
extracells:pattern.fluid:0, ME Fluid Pattern: Neutronium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritanium
extracells:pattern.fluid:0, ME Fluid Pattern: Duranium
extracells:pattern.fluid:0, ME Fluid Pattern: Trinium
extracells:pattern.fluid:0, ME Fluid Pattern: Certus Quartz
extracells:pattern.fluid:0, ME Fluid Pattern: Annealed Copper
extracells:pattern.fluid:0, ME Fluid Pattern: Battery Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Brass
extracells:pattern.fluid:0, ME Fluid Pattern: Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Cupronickel
extracells:pattern.fluid:0, ME Fluid Pattern: Electrum
extracells:pattern.fluid:0, ME Fluid Pattern: Ice
extracells:pattern.fluid:0, ME Fluid Pattern: Invar
extracells:pattern.fluid:0, ME Fluid Pattern: Kanthal
extracells:pattern.fluid:0, ME Fluid Pattern: Magnalium
extracells:pattern.fluid:0, ME Fluid Pattern: Nichrome
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium Nitride
extracells:pattern.fluid:0, ME Fluid Pattern: Niobium-Titanium
extracells:pattern.fluid:0, ME Fluid Pattern: Sterling Silver
extracells:pattern.fluid:0, ME Fluid Pattern: Rose Gold
extracells:pattern.fluid:0, ME Fluid Pattern: Black Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Bismuth Bronze
extracells:pattern.fluid:0, ME Fluid Pattern: Ruridit
extracells:pattern.fluid:0, ME Fluid Pattern: Soldering Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Stainless Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Steel
extracells:pattern.fluid:0, ME Fluid Pattern: Tin Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Ultimet
extracells:pattern.fluid:0, ME Fluid Pattern: Vanadium-Gallium
extracells:pattern.fluid:0, ME Fluid Pattern: Wrought Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Yttrium Barium Cuprate
extracells:pattern.fluid:0, ME Fluid Pattern: Nether Quartz
extracells:pattern.fluid:0, ME Fluid Pattern: Osmiridium
extracells:pattern.fluid:0, ME Fluid Pattern: Gallium Arsenide
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Gallium Phosphide
extracells:pattern.fluid:0, ME Fluid Pattern: Nickel Zinc Ferrite
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Persulfate
extracells:pattern.fluid:0, ME Fluid Pattern: Tungstencarbide
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Titanium Tetrachloride
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen Sulfide
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Phosphoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hypochlorous Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Ammonia
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Nitric Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Iron III Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium Hexafluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Uranium Hexafluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Depleted Uranium Hexafluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrous Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrochloric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Water
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Manganese Phosphide
extracells:pattern.fluid:0, ME Fluid Pattern: Magnesium Diboride
extracells:pattern.fluid:0, ME Fluid Pattern: Mercury Barium Calcium Cuprate
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium Triplatinum
extracells:pattern.fluid:0, ME Fluid Pattern: Samarium Iron Arsenic Oxide
extracells:pattern.fluid:0, ME Fluid Pattern: Indium Tin Barium Titanium Cuprate
extracells:pattern.fluid:0, ME Fluid Pattern: Uranium Rhodium Dinaquadide
extracells:pattern.fluid:0, ME Fluid Pattern: Enriched Naquadah Trinium Europium Duranide
extracells:pattern.fluid:0, ME Fluid Pattern: Ruthenium Trinium Americium Neutronate
extracells:pattern.fluid:0, ME Fluid Pattern: Rhodium Sulfate
extracells:pattern.fluid:0, ME Fluid Pattern: Fluoroantimonic Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Silicone Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Styrene-Butadiene Rubber
extracells:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Fiber-Reinforced Epoxy Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Chloride (PVC)
extracells:pattern.fluid:0, ME Fluid Pattern: Polyphenylene Sulfide
extracells:pattern.fluid:0, ME Fluid Pattern: Glyceryl Trinitrate
extracells:pattern.fluid:0, ME Fluid Pattern: Polybenzimidazole (PBI)
extracells:pattern.fluid:0, ME Fluid Pattern: Polyethylene (PE)
extracells:pattern.fluid:0, ME Fluid Pattern: Epoxy Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Polycaprolactam
extracells:pattern.fluid:0, ME Fluid Pattern: Polytetrafluoroethylene (PTFE)
extracells:pattern.fluid:0, ME Fluid Pattern: Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Epichlorohydrin
extracells:pattern.fluid:0, ME Fluid Pattern: Monochloramine
extracells:pattern.fluid:0, ME Fluid Pattern: Chloroform
extracells:pattern.fluid:0, ME Fluid Pattern: Cumene
extracells:pattern.fluid:0, ME Fluid Pattern: Tetrafluoroethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Chloromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Allyl Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Isoprene
extracells:pattern.fluid:0, ME Fluid Pattern: Propane
extracells:pattern.fluid:0, ME Fluid Pattern: Propene
extracells:pattern.fluid:0, ME Fluid Pattern: Ethane
extracells:pattern.fluid:0, ME Fluid Pattern: Butene
extracells:pattern.fluid:0, ME Fluid Pattern: Butane
extracells:pattern.fluid:0, ME Fluid Pattern: Dissolved Calcium Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Vinyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Methyl Acetate
extracells:pattern.fluid:0, ME Fluid Pattern: Ethenone
extracells:pattern.fluid:0, ME Fluid Pattern: Tetranitromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethylamine
extracells:pattern.fluid:0, ME Fluid Pattern: 1,1-Dimethylhydrazine
extracells:pattern.fluid:0, ME Fluid Pattern: Dinitrogen Tetroxide
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethyldichlorosilane
extracells:pattern.fluid:0, ME Fluid Pattern: Styrene
extracells:pattern.fluid:0, ME Fluid Pattern: Butadiene
extracells:pattern.fluid:0, ME Fluid Pattern: Dichlorobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Acetic Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Phenol
extracells:pattern.fluid:0, ME Fluid Pattern: Bisphenol A
extracells:pattern.fluid:0, ME Fluid Pattern: Vinyl Chloride
extracells:pattern.fluid:0, ME Fluid Pattern: Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Benzene
extracells:pattern.fluid:0, ME Fluid Pattern: Acetone
extracells:pattern.fluid:0, ME Fluid Pattern: Glycerol
extracells:pattern.fluid:0, ME Fluid Pattern: Methanol
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Toluene
extracells:pattern.fluid:0, ME Fluid Pattern: Diphenyl Isophthalate
extracells:pattern.fluid:0, ME Fluid Pattern: Phthalic Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Dimethylbenzene
extracells:pattern.fluid:0, ME Fluid Pattern: 3,3-Diaminobenzidine
extracells:pattern.fluid:0, ME Fluid Pattern: 3,3-Dichlorobenzidine
extracells:pattern.fluid:0, ME Fluid Pattern: 2-Nitrochlorobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Chlorobenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Octane
extracells:pattern.fluid:0, ME Fluid Pattern: Ethyl Tert-Butyl Ether
extracells:pattern.fluid:0, ME Fluid Pattern: Ethylbenzene
extracells:pattern.fluid:0, ME Fluid Pattern: Naphthalene
extracells:pattern.fluid:0, ME Fluid Pattern: Rubber
